,Date,Time,Type,Stations
261,20240813,00:20-00:34,VI,"Australia-ASSA, *"
262,20240813,01:29-01:43,VI,"ALMATY, *"
263,20240813,02:47-02:55,III,"ALASKA-HAARP, *"
264,20240813,05:11-05:11,III,"INDIA-OOTY, *"
265,20240813,05:48-05:49,III,"INDIA-UDAIPUR, *"
266,20240813,07:00-07:01,III,"ALMATY, AUSTRIA-MICHELBACH, AUSTRIA-OE3FLB, AUSTRIA-UNIGRAZ, Australia-ASSA, Croatia-Visnjan, EGYPT-Alexandria, EGYPT-SpaceAgency, FINLAND-Siuntio, GERMANY-DLR, GLASGOW, HUMAIN, INDIA-OOTY, INDIA-UDAIPUR, KASI, MONGOLIA-UB, Malaysia-Banting, NORWAY-EGERSUND, ROMANIA, SOUTHAFRICA-SANSA, SSRT, SWISS-HEITERSWIL, SWISS-IRSOL, SWISS-Landschlacht, TAIWAN-NCU, TRIEST, USA-BOSTON"
267,20240813,08:02-08:03,III,"INDIA-GAURI, *"
268,20240813,16:09-16:11,III,"ALGERIA-CRAAG, *"
269,20240813,17:22-17:24,III,"GREENLAND, *"
270,20240813,23:31-23:36,III,"ALASKA-COHOE, *"
271,20240814,00:27-03:05,VI,"ALASKA-HAARP, *"
272,20240814,06:06-06:06,III,"Australia-ASSA, *"
273,20240814,06:34-06:36,DCIM,"NORWAY-RANDABERG, SOUTHAFRICA-SANSA, USA-BOSTON"
274,20240814,06:38-06:46,III,"GERMANY-DLR, *"
275,20240814,06:48-06:55,IV,"ALMATY, Australia-ASSA, EGYPT-SpaceAgency, HUMAIN, INDIA-GAURI, INDIA-OOTY, KASI, Malaysia-Banting, ROMANIA, SOUTHAFRICA-SANSA, SSRT, USA-BOSTON"
276,20240814,06:49-06:55,II,"AUSTRIA-UNIGRAZ, Australia-ASSA, EGYPT-Alexandria, GERMANY-DLR, HUMAIN, INDIA-GAURI, INDIA-OOTY, MRO, SWISS-HEITERSWIL, SWISS-Landschlacht, TRIEST"
277,20240814,07:56-07:58,III,"GERMANY-DLR, *"
278,20240814,08:19-08:20,III,"HUMAIN, *"
279,20240814,10:46-10:46,III,"SWISS-Landschlacht, *"
280,20240814,11:09-11:09,III,"SWISS-HEITERSWIL, *"
281,20240814,14:49-14:50,III,"BIR, *"
282,20240814,15:47-15:47,III,"MEXICO-LANCE, *"
283,20240814,22:09-22:10,III,"ALASKA-COHOE, *"
284,20240815,03:33-03:34,III,"ALASKA-COHOE, ALASKA-HAARP, ALMATY, Australia-ASSA, INDIA-OOTY, INDIA-UDAIPUR, MONGOLIA-U, MRO, SSRT, TAIWAN-NCU"
285,20240815,06:19-06:22,III,"ALMATY, AUSTRIA-UNIGRAZ, Australia-ASSA, EGYPT-Alexandria, GERMANY-DLR, GLASGOW, HUMAIN, INDIA-OOTY, INDIA-UDAIPUR, MRT1, Malaysia-Banting, NORWAY-EGERSUND, SOUTHAFRICA-SANSA, SSRT, SWISS-HEITERSWIL, SWISS-IRSOL, SWISS-Landschlacht, SWISS-MUHEN, TAIWAN-NCU"
286,20240815,11:49-11:49,III,"GLASGOW, *"
287,20240816,04:48-04:52,III,"Australia-ASSA, *"
288,20240816,11:08-11:09,III,"GLASGOW, *"
289,20240816,13:18-13:20,RSP,"TRIEST, *"
290,20240817,00:36-00:37,III,"ALASKA-COHOE, ALASKA-HAARP"
291,20240817,08:16-08:17,III,"EGYPT-SpaceAgency, *"
292,20240817,08:16-08:17,III,"RWANDA, *"
293,20240817,09:30-09:30,REM,"PI on travel to Samarkand for COSPAR workshop, thus no regular burst-identification until access to computer and network again..."
294,20240817,09:49-09:50,III,"BIR, *"
295,20240817,10:42-10:43,III,"EGYPT-Alexandria, *"
296,20240817,11:21-11:36,VI,"GERMANY-DLR, *"
297,20240817,12:59-13:00,III,"GLASGOW, *"
298,20240817,13:41-13:42,III,"GREENLAND, *"
299,20240817,14:04-14:05,III,"HUMAIN, *"
300,20240817,16:13-16:13,III,"BIR, *"
301,20240817,18:50-18:52,III,"ALASKA-COHOE, *"
302,20240817,22:05-22:07,III,"ALASKA-HAARP, *"
303,20240818,00:00-23:59,REM,PI no time left due to COSPAR2024 workshop in Samarkand Uzbekistan and internet issues
304,20240819,00:00-23:59,REM,PI no time left due to COSPAR2024 workshop in Samarkand Uzbekistan and internet issues
305,20240820,00:00-23:59,REM,PI no time left due to COSPAR2024 workshop in Samarkand Uzbekistan and internet issues
306,20240821,00:00-23:59,REM,PI no time left due to COSPAR2024 workshop in Samarkand Uzbekistan and internet issues
307,20240822,00:00-23:59,REM,PI no time left due to COSPAR2024 workshop in Samarkand Uzbekistan and internet issues
308,20240823,00:00-23:59,REM,PI no time left due to COSPAR2024 workshop in Samarkand Uzbekistan and internet issues
309,20240824,05:34-05:35,III,"UZBEKISTAN, *"
310,20240825,04:42-04:43,V,"UZBEKISTAN, *"
311,20240826,00:00-23:59,REM,PI no time left due to COSPAR2024 workshop in Samarkand Uzbekistan
312,20240827,08:07-08:07,DCIM,"UZBEKISTAN, KASI, SOUTHAFRICA-SANSA"
313,20240828,00:00-23:59,REM,PI no time left due to COSPAR2024 workshop in Samarkand Uzbekistan
314,20240829,08:08-08:08,III,"UZBEKISTAN, *"
315,20240830,12:18-12:20,III,"AUSTRIA-KRUMBACH, AUSTRIA-MICHELBACH, AUSTRIA-OE3FLB, AUSTRIA-UNIGRAZ, BIR, Croatia-Visnjan, EGYPT-Alexandria, EGYPT-SpaceAgency, GERMANY-DLR, GLASGOW, GREENLAND, HUMAIN, HURBANOVO, INDIA-OOTY, INDIA-UDAIPUR, ITALY-Strassolt, MRO, MRT1, NORWAY-EGERSUND, ROMANIA, SOUTHAFRICA-SANSA, SWISS-HEITERSWIL, SWISS-IRSOL, SWISS-Landschlacht, SWISS-MUHEN, TRIEST, USA-BOSTON, UZBEKISTAN"
316,20240830,12:21-12:25,II,"AUSTRIA-KRUMBACH, AUSTRIA-MICHELBACH, AUSTRIA-OE3FLB, AUSTRIA-UNIGRAZ, BIR, Croatia-Visnjan, EGYPT-Alexandria, EGYPT-SpaceAgency, GERMANY-DLR, GLASGOW, GREENLAND, HUMAIN, HURBANOVO, INDIA-OOTY, INDIA-UDAIPUR, ITALY-Strassolt, MRO, MRT1, NORWAY-EGERSUND, ROMANIA, SOUTHAFRICA-SANSA, SWISS-HEITERSWIL, SWISS-IRSOL, SWISS-Landschlacht, SWISS-MUHEN, TRIEST, USA-BOSTON, UZBEKISTAN"
317,20240831,05:10-05:10,III,"INDIA-OOTY, *"
318,20240831,11:46-11:46,III,"UZBEKISTAN, *"
